Start Time,End Time,Assigned,Name,PaperId,Presenter,Options,Great Together,Ok Together,Not Ok Together,Don't know if should be together,Interested in,Options 11-20,More button1 clicked,More button2 clicked,Specials 1-3,Specials 4-6,Comments
2014-01-20T21:04:50Z,2014-01-20T21:12:46Z,2," Meredith Ringel. Morris 
",pn1413,,"pn1675,pn1821,pn1760,pn116,pn581,pn431,to129,pn2128,pn1009,pn555",pn1009,,"pn219,pn116,pn1675,pn1298,pn2134,pn2417,pn1290,pn431,pn2380,pn2128,pn1071,pn1760,pn555,pn581,pn626,pn975","pn1821,pn1814,to129","pn2128,to129,pn431","pn219,pn626,pn1290,pn1071,pn975,pn1298,pn2380,pn2134,pn2417,pn1814",TRUE,FALSE,"crs161,crs123,sig103","crs149,case138,crs116",
2014-01-20T21:10:39Z,2014-01-20T21:12:53Z,3,,pn1918,,"pn1014,pn1410,pn2095,pn1896,pn2488,pn1549,pn444,pn1341,pn657,pn838","pn1341,pn2095,pn1410",pn2488,"pn924,pn1675,pn838,pn180,pn1896,pn1347,pn677,pn1123,pn558,pn444,pn2343","pn1014,pn1549,pn657,pn763,pn1763","pn2095,pn1410,pn1014,pn2488","pn677,pn1123,pn2343,pn558,pn763,pn180,pn1347,pn924,pn1675,pn1763",TRUE,FALSE,"crs100,sig109,crs161","crs129,crs123,case138",
2014-01-20T21:10:05Z,2014-01-20T21:13:01Z,3, Denzil Ferreira,pn164,,"pn245,pn2442,pn292,pn1800,pn1417,pn337,pn845,pn838,pn1171,pn1911","pn838,pn292",,"pn245,pn1800,pn337,pn1911,pn1171,pn1417,pn2442",,"pn1171,pn245,pn845","pn1423,pn966,pn1337,pn1704,pn1472,pn1264,pn2242,pn541,pn739,pn796",FALSE,FALSE,"crs111,sig108,crs100","sig117,sig118,crs123",
2014-01-20T21:02:30Z,2014-01-20T21:13:14Z,4," Scott Hudson 
",pn583,,"pn2560,pn464,pn386,pn2454,pn1057,pn2343,pn750,pn1293,pn2372,pn691","pn2454,pn1057","pn343,pn386,pn1473,pn464,pn730,pn2022","pn2560,pn2394,pn2343,pn264,pn1293,pn691,pn750","pn1916,pn2157,pn2372,pn988,pn1007","pn1007,pn464,pn386,pn2372,pn2022,pn2454,pn1293,pn750,pn1473,pn1057,pn2157,pn343,pn988","pn2394,pn2022,pn1473,pn343,pn730,pn1007,pn264,pn988,pn2157,pn1916",TRUE,TRUE,"sig109,crs122,crs153","case138,crs137,crs123",
2014-01-20T20:49:01Z,2014-01-20T21:13:51Z,1,Larissa Pschetz,pn2303,,"pn2016,pn320,pn1773,pn1183,pn1351,pn1518,pn118,pn1587,pn1179,pn576","pn1587,pn1773,pn1351,pn1179","pn687,pn1518","pn118,pn1183,pn2358,pn967,pn547,pn2327","pn320,pn941,pn534,pn866,pn2020,pn576,pn2016,pn1517","pn1351,pn320,pn967,pn2327","pn941,pn866,pn2358,pn2327,pn547,pn967,pn1517,pn2020,pn687,pn534",TRUE,TRUE,"case138,crs108,crs136","crs137,crs121,crs142",
2014-01-20T21:10:47Z,2014-01-20T21:14:24Z,3,,pn1845,,"pn1579,pn2115,pn1269,pn2274,pn1821,pn1684,pn279,pn2487,pn2168,pn1290","pn1821,pn1684,pn2274","pn2168,pn279,pn1290","pn2115,pn1269,pn1579,pn2487",,,"pn1377,pn1736,pn884,pn761,pn950,pn1354,pn1182,pn2214,pn1776,pn2293",FALSE,FALSE,"sig114,sig119,crs144","sig105,case150,sig109",
2014-01-20T20:45:50Z,2014-01-20T21:14:26Z,1,Monica Zaczynski,pn2003,,"pn2293,pn2277,pn235,pn2487,pn799,pn1736,pn1171,pn2084,pn1684,pn1183","pn1183,pn1684,pn1171,pn2487,pn2277","pn1736,pn235,pn2084,pn799",,pn2293,"pn1171,pn235,pn2487,pn1183","pn1269,pn876,pn111,pn1015,pn1188,pn737,pn1442,pn122,pn683,pn1758",FALSE,FALSE,"sig117,crs108,crs122","crs138,crs142,crs160",
2014-01-20T21:12:01Z,2014-01-20T21:14:55Z,1,Aaron Halfaker,pn1918,,"pn1014,pn1410,pn2095,pn1896,pn2488,pn1549,pn444,pn1341,pn657,pn838","pn838,pn2095,pn1410","pn1014,pn1341,pn657,pn2488","pn1549,pn1896,pn444",,"pn2095,pn1410,pn838,pn1014,pn1341,pn657","pn677,pn1123,pn2343,pn558,pn763,pn180,pn1347,pn924,pn1675,pn1763",FALSE,FALSE,"crs100,sig109,crs161","crs129,crs123,case138",
2014-01-20T21:10:55Z,2014-01-20T21:15:43Z,1,Benjamin Bach,pn337,,"pn1447,pn845,pn1337,pn241,pn966,pn1911,pn1472,pn111,pn2442,pn2242","pn2242,pn1911,pn845,pn2442","pn1447,pn966,pn1472,pn1337",pn111,pn241,"pn1337,pn966,pn2442,pn1447,pn845","pn1983,pn395,pn389,pn235,pn138,pn734,pn1081,pn916,pn164,pn796",FALSE,FALSE,"crs153,crs143,case138","crs116,sig103,crs101",
2014-01-20T21:13:20Z,2014-01-20T21:15:50Z,2,,pn2244,,"pn1398,pn2522,pn1454,pn399,pn1192,to106,pn2276,pn1820,pn155,pn2226","pn2522,to106,pn1192","pn2276,pn155","pn1820,pn1454,pn399,pn2226,pn1398",,"pn1192,to106,pn2522,pn2276,pn155","to117,pn1171,pn1617,pn1915,pn2115,to123,pn1949,pn1475,pn361,pn248",FALSE,FALSE,"case115,case138,crs111","crs153,case150,sig112",
2014-01-20T21:11:47Z,2014-01-20T21:16:06Z,1,Yuexing Luo,pn2372,,"pn2216,pn988,pn264,pn1046,to135,pn198,pn756,pn1092,pn2432,pn1583","pn2216,pn756,pn264,pn1046,pn1092","pn1583,pn2432,pn988,pn198",,to135,"pn2216,pn756,pn264,pn988,pn198,pn1583","pn1007,pn1200,pn755,pn1473,pn2449,pn2454,pn1756,pn977,pn2022,pn1783",FALSE,FALSE,"crs129,crs111,case150","crs142,case138,crs158",
2014-01-20T21:12:46Z,2014-01-20T21:16:14Z,4, Susan R.. Fussell,pn1470,,"pn1123,pn1642,pn2225,pn1333,pn514,pn2294,pn1032,pn2095,pn1452,pn2424",pn1123,"pn1032,pn514,pn2225,pn2294,pn2208,pn1642","pn924,pn1675,pn180,pn1347,pn763,pn1763,pn1452,pn558,pn1333,pn1558,pn526","pn2095,pn2424","pn2225,pn1123","pn1347,pn1675,pn924,pn1763,pn558,pn763,pn1558,pn180,pn2208,pn526",TRUE,FALSE,"sig110,crs147,crs101","crs122,case138,crs149",
2014-01-20T21:11:29Z,2014-01-20T21:16:44Z,2, Jakob Tholander,pn1949,,"pn1518,to104,pn2016,to117,to110,to133,pn1821,pn2358,pn2129,to112","pn1821,to110","to133,to104","pn2016,pn1518","to117,to112,pn2358,pn2129","to110,to133,pn1821,pn2129","pn547,pn2327,pn1915,pn967,pn2244,pn687,to136,pn2020,pn866,pn320",FALSE,FALSE,"case138,sig112,crs153","crs123,crs158,crs157",
2014-01-20T21:13:02Z,2014-01-20T21:16:55Z,3, Massimo Zancanaro,pn1343,,"pn1236,pn1161,pn1255,pn2208,pn150,pn1490,pn691,pn1398,pn1014,pn751","pn1490,pn150","pn691,pn2208,pn1236,pn1161",pn751,"pn1014,pn1255,pn1398","crs137,crs157,pn691,pn1161,pn1236,pn1490,pn2208,pn150,pn1398","pn1675,pn1558,pn1763,pn263,pn924,pn1123,pn526,pn2235,pn340,pn802",FALSE,FALSE,"crs137,sig119,crs157","crs142,crs108,crs153",
2014-01-20T20:54:21Z,2014-01-20T21:17:30Z,1,Jaeyeon Kihm,pn983,,"pn428,pn505,pn1707,pn239,pn104,pn1448,pn2157,pn1336,pn389,pn2119",,"pn464,pn428,pn1707,pn2157",,"pn2119,pn239,pn1448,pn104,pn389,pn505,pn1336",,"pn2447,pn2010,pn1482,pn2168,pn1776,pn142,pn464,pn1242,pn1503,pn1282",TRUE,FALSE,"crs102,crs113,crs156","crs137,case138,crs160",
2014-01-20T21:16:29Z,2014-01-20T21:19:11Z,1," Leah Buechley 
",pn2327,,"pn687,pn2330,pn1428,pn2029,pn2129,pn2358,pn1904,pn529,pn505,pn1081",pn1081,"pn1428,pn2029,pn1904","pn687,pn2330,pn2358,pn2129","pn505,pn529","crs115,pn1081,crs116,pn529,pn505,pn2029,pn1428,pn1904","pn2103,pn320,pn297,pn2020,pn1183,pn866,pn2016,pn1225,pn171,pn794",FALSE,FALSE,"crs115,crs116,crs156","crs153,crs113,crs101",
2014-01-20T21:17:17Z,2014-01-20T21:19:34Z,1,Jina Huh,pn1814,,"pn1298,pn1413,pn1896,pn1036,pn1821,pn2487,pn2074,pn802,pn1009,pn1290","pn1036,pn1298,pn1821,pn1413,pn802","pn2074,pn1009",,"pn1290,pn1896,pn2487","pn2074,pn802,pn1821,pn1036","pn887,pn677,pn2214,pn866,pn761,pn2293,pn1736,pn1446,pn219,pn787",FALSE,FALSE,"crs149,sig103,crs123","crs111,crs116,sig110",
2014-01-20T21:18:35Z,2014-01-20T21:21:19Z,3, Jennifer Mankoff,pn583,,"pn2560,pn464,pn386,pn2454,pn1057,pn2343,pn750,pn1293,pn2372,pn691","pn386,pn1057","pn464,pn2454","pn1293,pn691","pn2560,pn2372,pn750,pn2343","pn1293,pn2560","pn2394,pn2022,pn1473,pn343,pn730,pn1007,pn264,pn988,pn2157,pn1916",FALSE,FALSE,"sig109,crs122,crs153","case138,crs137,crs123",
2014-01-20T20:47:34Z,2014-01-20T21:21:28Z,1,Daniel Afergan,pn1471,,"pn1222,pn366,pn1099,pn1488,pn183,pn673,pn648,pn222,pn1514,pn2031","pn183,pn2031,pn1514,pn648","pn366,pn1488,pn673,pn1099",,"pn1222,pn222","pn648,pn183","pn1007,pn1883,pn794,pn389,pn654,pn718,pn428,pn1351,pn1473,pn425",TRUE,FALSE,"crs122,crs138,crs111","sig103,case138,crs143",
2014-01-20T21:19:26Z,2014-01-20T21:21:50Z,2," Leah Buechley 
",pn1904,,"pn736,pn1442,pn1225,pn1081,pn529,pn1428,pn967,pn2327,to108,pn2525","pn1428,pn967","pn1081,pn736,pn2327,pn529","pn1225,to108","pn2525,pn1442","pn1081,pn529,pn1225,pn736,pn2525,pn967,pn1442,pn1428,pn2327","pn1095,pn1682,pn297,pn443,pn2048,to102,pn2011,pn1264,pn581,pn1667",FALSE,FALSE,"crs143,sig103,sig111","case138,crs147,crs146",
2014-01-20T21:14:48Z,2014-01-20T21:21:52Z,1,Raf Ramakers,pn2041,,"pn313,pn1911,pn2084,pn1200,pn343,pn2150,pn1186,pn1883,pn385,pn1756","pn343,pn1756,pn1186,pn313,pn1911,pn1883","pn385,pn2150",pn1200,pn2084,"pn1911,pn343","pn2454,pn977,pn2464,pn425,pn1007,pn1242,pn2487,pn672,pn428,pn1513",TRUE,TRUE,"case150,crs153,crs137","case118,crs116,case176",
2014-01-20T21:16:00Z,2014-01-20T21:21:55Z,4, Steve Hodges,pn1225,,"pn1936,pn1081,pn1756,pn2022,pn1007,pn1626,pn529,pn1727,pn1488,pn965","pn1081,pn1488","pn1583,pn2029,pn1007,pn2022,pn297,pn2010,pn2041,pn529",,,"pn1081,pn529,pn1007,pn1488,pn2022","pn183,pn1583,pn2041,pn2029,pn297,pn241,pn2010,pn1046,pn896,pn1635",TRUE,FALSE,"crs122,case138,crs121","crs113,crs115,crs143",
2014-01-20T21:20:13Z,2014-01-20T21:23:15Z,3,,pn1942,,"pn2330,pn1626,pn1337,pn704,pn2084,pn1442,pn791,pn1987,pn1750,pn1488",,"pn2330,pn1626,pn1337,pn791,pn1987",,"pn1750,pn1488,pn1442,pn704,pn2084",,"pn810,pn2193,pn1034,pn1667,pn1452,pn2220,pn1095,pn1268,pn1710,pn189",FALSE,FALSE,"crs108,sig117,crs122","case150,crs143,crs158",
2014-01-20T21:18:27Z,2014-01-20T21:23:35Z,4, Ulf Blanke,pn1736,,"pn2487,pn739,pn686,pn1626,pn1298,pn1684,pn1171,pn1814,pn2003,pn1845",pn2487,"pn739,pn1684",pn1626,"pn686,pn1298,pn1845,pn2003,pn1171,pn1814","pn1298,pn739","pn1354,pn2074,pn761,pn1413,pn787,pn1623,pn1446,pn1377,pn950,pn1821",FALSE,FALSE,"crs144,case138,crs142","sig103,crs101,crs149",
2014-01-20T21:21:26Z,2014-01-20T21:23:43Z,2, Ted Schwaba,pn975,,"pn906,pn1413,pn1923,pn2488,pn1264,pn1806,pn444,pn219,pn1821,pn245","pn245,pn1806","pn1923,pn906,pn1264,pn2488,pn1413",,"pn219,pn1821,pn444","pn906,crs161,pn1806","pn2417,pn714,pn1704,pn1347,pn164,pn941,pn1675,pn1954,pn2095,pn1454",FALSE,FALSE,"crs161,crs123,crs121","sig103,crs158,sig110",
2014-01-20T21:18:02Z,2014-01-20T21:24:14Z,3, Duncan Brumby,pn750,,"pn1293,pn2560,pn583,pn1071,pn1982,pn1057,pn1916,pn272,pn405,pn626","pn1071,pn1982,pn626","pn405,pn272","pn1293,pn1916,pn583,pn1057",pn2560,"pn272,pn1982,pn626,pn405,pn1071,pn2560","pn292,pn951,pn2128,pn431,pn189,pn1473,pn737,pn2105,pn2119,pn988",FALSE,FALSE,"crs129,crs102,crs111","case147,crs116,crs137",
2014-01-20T21:13:11Z,2014-01-20T21:24:47Z,1,Michael Nebeling,pn205,,"pn586,pn1336,pn1460,pn1776,pn1179,pn104,pn142,pn1200,pn736,pn2096","pn1200,pn2096,pn104,pn1336","pn1081,pn1776,pn1460,pn142,pn672,pn586","pn1485,pn1503,pn983,pn224,pn1760,pn1237,pn1179","pn736,pn2103","pn2096,pn1336,pn1200,pn104","pn1760,pn983,pn1485,pn1081,pn672,pn2168,pn1237,pn2103,pn1503,pn224",TRUE,FALSE,"crs153,crs129,crs108","crs142,crs137,crs113",
2014-01-20T21:20:03Z,2014-01-20T21:25:35Z,3, Tadayoshi Kohno,pn2112,,"pn1776,pn1242,pn2226,pn2463,pn785,pn2525,pn916,pn739,pn191,pn714","pn739,pn714,pn191","pn1776,pn2525,pn916,pn2463","pn1242,pn2226",pn785,"crs153,pn2463,pn714,crs144,pn2525,crs122,pn785,pn916,pn191","pn1488,pn1099,pn896,pn1200,pn1448,pn1482,pn288,pn897,pn736,pn155",FALSE,FALSE,"crs144,crs153,crs122","crs129,crs121,sig107",
2014-01-20T21:22:41Z,2014-01-20T21:26:13Z,3, Stuart Reeves,pn1632,,"pn1923,pn1806,pn1704,pn1987,pn2001,pn1978,pn395,pn1569,pn2150,pn941","pn941,pn2150","pn1704,pn395","pn1569,pn1806","pn1923,pn2001,pn1978,pn1987","pn1987,pn1704,case163,pn2150","pn1241,pn541,pn1171,pn739,pn1700,pn121,pn1264,pn845,pn1482,pn1423",FALSE,FALSE,"sig108,crs111,case163","case138,crs147,sig119",
2014-01-20T21:24:55Z,2014-01-20T21:26:18Z,1,Richard Shay,pn2005,,"pn757,pn2094,pn138,pn1811,pn2226,pn2525,pn191,pn1724,pn1488,pn1976",pn1724,"pn757,pn2525,pn2094,pn1976,pn191,pn1811","pn1488,pn2226",pn138,"pn2094,pn1724,pn1811","pn2463,pn2399,pn1399,pn1617,pn1192,pn785,pn897,pn248,pn2227,pn1475",FALSE,FALSE,"crs123,crs129,crs149","crs122,crs108,crs113",
2014-01-20T20:53:20Z,2014-01-20T21:26:28Z,1,Luis A. Leiva,pn216,,"pn887,pn288,pn704,pn2048,pn1623,pn1203,pn2220,pn223,pn1262,pn1414","pn1203,pn1414","pn1262,pn223,pn1623,pn1095","pn1034,pn1442,pn810,pn2193,pn887,pn1710","pn288,pn1268,pn2220,pn1452,pn2048,pn1667,pn581,pn704","sig118,pn1623,pn223","pn2193,pn1442,pn810,pn581,pn1268,pn1667,pn1034,pn1710,pn1452,pn1095",TRUE,TRUE,"crs129,crs153,sig103","crs102,crs101,sig118",
2014-01-20T21:23:51Z,2014-01-20T21:26:59Z,1,Anuj Tewari,pn1354,,"pn248,pn1485,pn1745,pn950,pn443,pn1820,pn883,pn1347,pn1375,pn1867","pn443,pn1745","pn883,pn950","pn1485,pn1347,pn1375","pn1820,pn248,pn1867","sig112,pn950,pn1820,pn1745,pn443,pn883,crs146","pn1120,pn884,pn866,pn2330,pn1448,pn2031,pn2268,pn1684,pn2020,pn431",FALSE,FALSE,"crs146,crs121,sig112","crs157,crs108,crs116",
2014-01-20T21:24:41Z,2014-01-20T21:27:18Z,4, Duncan Brumby,pn641,,"pn643,pn1282,pn1351,pn806,pn1186,pn180,pn1675,pn263,pn2225,pn286","pn180,pn1282,pn1351,pn806",pn643,"pn1675,pn286,pn1186,pn263,pn2225",,"pn1351,pn806,pn180,pn263,pn1282,pn1186","pn2175,pn1007,pn2399,pn2294,pn2343,pn2525,pn763,pn2095,pn677,pn2041",FALSE,FALSE,"crs153,crs129,crs137","sig103,crs147,case138",
2014-01-20T21:23:43Z,2014-01-20T21:27:40Z,5, Patrick Baudisch,pn297,,"pn529,pn1225,pn775,pn2029,pn1904,pn1911,pn736,pn1034,pn313,pn794","pn736,pn2029,pn529","pn1034,pn313,pn1911,pn1904","pn775,pn1225,pn794",,,"pn1460,pn2168,pn672,pn286,pn2327,pn757,pn1796,pn977,pn1503,pn1776",FALSE,FALSE,"crs160,crs147,crs144","crs142,crs122,case138",
2014-01-20T21:25:23Z,2014-01-20T21:28:51Z,5,,pn1850,,"pn2420,pn905,pn941,pn1242,pn250,pn1796,pn1549,pn532,pn2203,pn621","pn905,pn941,pn1242","pn1549,pn250,pn2420",pn2203,"pn1796,pn532",,"pn2159,pn2128,pn1646,pn1488,pn2175,pn1454,pn1982,pn1932,pn1410,pn1916",FALSE,FALSE,"crs153,case118,case176","crs158,crs129,sig103",
2014-01-20T21:27:30Z,2014-01-20T21:29:29Z,1,Duncan Brumby,pn626,,"pn718,pn405,pn750,pn431,pn951,pn650,pn988,pn1982,pn2128,pn1071","pn1071,pn750,pn1982","pn718,pn405,pn2128",pn988,"pn431,pn650,pn951","pn750,pn1982,pn951,pn405,pn1071,pn2128","pn1473,pn2560,pn1399,pn905,pn139,pn272,pn1413,pn950,pn1558,pn189",FALSE,FALSE,"crs116,crs136,crs129","crs111,crs102,crs122",
2014-01-20T21:28:12Z,2014-01-20T21:30:08Z,2, Lynn Dombrowski,pn169,,"pn2489,pn1859,pn2227,pn2160,pn1192,pn737,pn399,pn1549,pn1978,pn1617",pn2160,"pn1859,pn1549,pn1978","pn737,pn2227","pn1617,pn399,pn1192,pn2489",,"pn2054,pn2226,pn1976,pn1707,pn248,pn1811,pn1724,pn2399,pn2134,pn1475",FALSE,FALSE,"case150,sig111,sig103","sig114,sig119,case138",
2014-01-20T21:26:15Z,2014-01-20T21:30:20Z,4, Kori Inkpen,pn2268,,"pn1558,pn443,pn692,pn796,pn1872,pn1992,pn2200,pn810,pn883,pn1354","pn443,pn883,pn1354","pn1992,pn1872,pn2200","pn810,pn1558,pn796",pn692,"pn1354,pn796,pn443,crs123,pn1992,pn1872","pn1684,pn2317,pn791,pn1710,pn1821,pn1333,pn1264,pn787,pn224,pn2208",FALSE,FALSE,"case163,crs123,crs146","crs137,crs147,sig112",
2014-01-20T21:12:59Z,2014-01-20T21:30:50Z,1,Andrea Forte,pn657,,"pn763,pn1918,pn1330,pn1915,pn1976,pn1410,pn838,pn2160,pn139,pn224",pn1918,,"pn905,pn139,pn2160,pn1295,pn426,pn1859,pn455,pn1227,pn1915,pn1976,pn763,pn224,pn1092,pn1351,pn601,pn1330,pn345","pn838,pn1410","pn1410,pn1918","pn455,pn1859,pn601,pn345,pn905,pn1227,pn1351,pn426,pn1092,pn1295",TRUE,FALSE,"sig109,crs149,crs100","crs115,case163,crs161","These options generally didn't seem relevant for our paper, which is on judging the credibility of user-generated content. Perhaps there is simply little related work in this area, though."
2014-01-20T21:29:15Z,2014-01-20T21:31:00Z,3,,pn1896,,"pn444,pn2074,pn866,pn590,to111,pn1325,pn802,pn1298,pn2225,pn1918","pn2074,pn444","to111,pn590,pn866",,"pn1325,pn1918,pn2225,pn802",,"pn2343,pn1814,pn493,pn1442,pn2214,pn1675,pn787,pn677,pn2095,pn2274",FALSE,FALSE,"sig107,crs122,crs157","sig109,case150,crs121",
2014-01-20T21:21:24Z,2014-01-20T21:31:41Z,2, David S. Kirk,pn1325,,"pn1268,pn1978,pn2160,pn905,pn1806,pn1682,pn255,pn219,pn2401,pn2226","pn905,pn1978,pn2226","pn2160,pn2140","pn219,pn1034,pn941,pn1268,pn455,pn1227,pn1428,pn1682,pn1806,pn1092,pn255,pn345,pn1710","pn166,pn2401",pn1682,"pn455,pn1428,pn1092,pn166,pn1710,pn2140,pn1227,pn941,pn345,pn1034",TRUE,FALSE,"crs160,crs161,crs111","crs100,crs123,crs157",
2014-01-20T21:30:27Z,2014-01-20T21:31:41Z,2, Tovi Grossman,pn1020,,"pn435,pn847,pn884,pn2441,pn1269,pn224,pn1275,pn2150,pn692,pn2330","pn224,pn884,pn2441",,"pn1269,pn847,pn2150,pn1275","pn435,pn2330,pn692","pn224,pn884,pn692,pn2441,pn435","pn2472,pn965,pn116,pn2490,pn319,pn1015,pn250,pn643,pn1257,pn1722",FALSE,FALSE,"crs123,crs102,crs143","crs122,crs108,case115",
2014-01-20T21:18:37Z,2014-01-20T21:32:13Z,3, Thomas James. Lodato,pn2140,,"pn838,pn810,pn999,pn279,pn581,pn758,pn2011,pn576,pn1667,pn1325",pn838,"pn758,pn581,pn2011,pn999","pn279,pn810,pn1667","pn1325,pn576","pn999,pn838,pn2011,pn967,pn1667","pn1710,pn2048,pn1682,pn2220,pn967,pn704,pn1452,pn2103,pn2160,pn1095",FALSE,TRUE,"case163,sig105,crs157","crs153,sig110,crs100",
2014-01-20T21:12:01Z,2014-01-20T21:32:34Z,1,Deana Brown,pn887,,"pn1009,pn581,pn1190,pn1475,pn866,pn677,pn2226,pn787,pn2293,pn1821","pn1298,pn1821,pn2074,pn866,pn787,pn1475","pn1290,pn2226,pn1413","pn1268,pn1442,pn2293,pn2103,pn2048,pn1190,pn581","pn118,pn2129,pn677,pn1009","pn1475,pn2074,pn1821,crs121,pn866","pn2048,pn2129,pn118,pn2103,pn1442,pn2074,pn1268,pn1298,pn1290,pn1413",TRUE,TRUE,"crs157,sig119,sig103","crs158,sig117,crs121",
2014-01-20T21:30:03Z,2014-01-20T21:32:36Z,2, Emmanuel Pietriga,pn337,,"pn1447,pn845,pn1337,pn241,pn966,pn1911,pn1472,pn111,pn2442,pn2242","pn1911,pn845","pn966,pn1472,pn1337",pn111,"pn241,pn1447,pn2242,pn2442","pn1911,pn1337,pn1472,pn966,pn1447,pn845","pn1983,pn395,pn389,pn235,pn138,pn734,pn1081,pn916,pn164,pn796",FALSE,FALSE,"crs153,crs143,case138","crs116,sig103,crs101",
2014-01-20T21:22:24Z,2014-01-20T21:33:01Z,1,Onur Yürüten,pn1055,,"pn1237,pn714,pn1426,pn541,pn2274,pn876,pn1182,to134,pn787,to111",pn2274,"pn714,pn1426","to111,pn541,to134,pn787","pn876,pn1182,pn1237","pn876,pn1426,pn2274,pn1237","pn1800,pn245,pn164,pn1704,pn1423,pn1336,pn116,pn1242,pn845,pn739",FALSE,FALSE,"crs122,crs153,crs143","sig107,crs161,crs160",
2014-01-20T21:27:40Z,2014-01-20T21:33:12Z,2, Leonardo Ramirez,pn286,,"pn558,pn2095,pn1281,pn1014,pn1675,pn263,pn399,pn1454,pn641,pn2175","pn1675,pn1281,pn263,pn1454","pn1014,pn399,pn558",,"pn641,pn2095,pn2175","pn1454,pn399,pn1014,pn1675,pn263,pn1281","pn1333,pn677,pn525,pn118,pn2399,pn122,pn2225,pn1428,pn1821,pn1375",FALSE,FALSE,"crs153,crs123,sig103","crs149,crs122,case138",
2014-01-20T21:32:16Z,2014-01-20T21:33:27Z,2, Tovi Grossman,pn2472,,"pn1521,pn1120,pn2328,pn2330,pn435,pn1587,pn1750,pn1275,pn2200,pn224","pn1587,pn224","pn1750,pn2330,pn1521,pn1120,pn2200,pn2328","pn435,pn1275",,"pn224,pn435,pn1587","pn965,pn1020,pn2150,pn847,pn692,pn1257,pn319,pn1269,pn2317,pn643",FALSE,FALSE,"crs111,crs102,crs123","case138,crs122,crs129",
2014-01-20T21:27:48Z,2014-01-20T21:34:26Z,5, Patrick Baudisch,pn775,,"pn297,pn2054,pn1521,pn728,pn1518,pn1255,pn737,pn147,pn241,pn2277","pn2054,pn438",pn1521,"pn2235,pn737,pn1818,pn730,pn428,pn241,pn1423,pn672,pn728,pn1123,pn147,pn371,pn297,pn395,pn1255,pn2277,pn1518",,,"pn395,pn438,pn1423,pn730,pn2235,pn371,pn1123,pn1818,pn672,pn428",TRUE,FALSE,"crs149,crs153,crs111","crs160,case163,crs144",
2014-01-20T21:22:51Z,2014-01-20T21:34:34Z,2," Lynn Dombrowski 
",pn590,,"pn2488,pn2159,pn785,pn1896,pn419,pn255,pn2463,pn2094,pn751,pn2380",,"pn751,pn2159,pn2488","pn1896,pn419","pn2094,pn2380,pn785,pn255,pn2463",,"pn1014,pn1375,pn2483,pn2225,pn1123,pn180,pn924,pn1236,pn763,pn1763",FALSE,FALSE,"sig119,sig103,crs123","crs143,crs161,crs101",
2014-01-20T21:33:40Z,2014-01-20T21:34:48Z,2, Tovi Grossman,pn330,,"pn1423,pn1727,pn1872,pn1901,pn1513,pn2464,pn1316,pn147,pn1262,pn2454","pn1423,pn147,pn1513",pn1262,"pn1727,pn2454,pn1872,pn1316,pn2464",pn1901,"pn147,pn1262,pn1423","pn589,pn977,pn2041,pn1883,pn2031,pn755,pn794,pn428,pn425,pn1007",FALSE,FALSE,"crs129,crs142,crs102","crs123,sig103,crs124",
2014-01-20T21:31:18Z,2014-01-20T21:35:29Z,2,,pn1281,,"pn1800,pn714,pn541,pn2095,pn286,pn250,pn1336,pn1454,pn1014,pn288","pn286,pn1454","pn1014,pn288,pn714",,"pn541,pn2095,pn1800,pn1336",,"pn1264,pn1423,pn2041,pn1482,pn845,pn1700,pn739,pn164,pn1704,pn245",FALSE,FALSE,"sig110,sig118,case147","crs153,sig103,crs138",
2014-01-20T21:33:57Z,2014-01-20T21:35:37Z,1,Michael Nebeling,pn205,,"pn586,pn1336,pn1460,pn1776,pn1179,pn104,pn142,pn1200,pn736,pn2096","pn1200,pn736,pn104,pn1336","pn1776,pn2096,pn142",pn1179,"pn1460,pn586","pn1336,pn736,pn1200,pn104","pn1760,pn983,pn1485,pn1081,pn672,pn2168,pn1237,pn2103,pn1503,pn224",FALSE,FALSE,"crs153,crs129,crs108","crs142,crs137,crs113",
2014-01-20T21:34:55Z,2014-01-20T21:36:11Z,3, Tovi Grossman,pn228,,"pn1756,pn428,pn1336,pn2343,pn2022,pn2451,pn1745,pn147,pn614,pn1992","pn614,pn1992,pn2451,pn2343",pn147,"pn428,pn1336","pn1756,pn2022,pn1745",,"pn755,pn1222,pn2041,pn330,pn654,pn2031,pn425,pn589,pn1709,pn1513",FALSE,FALSE,"crs156,crs116,crs158","crs153,crs143,crs123",
2014-01-20T21:32:03Z,2014-01-20T21:36:55Z,4, David Kirk,pn1241,,"pn529,pn1295,pn1192,to103,pn2303,pn2417,pn1632,pn701,pn1525,pn405",,"pn1525,pn1192",pn2417,"pn1632,pn405,pn1295,to103,pn529,pn2303",,"pn2020,pn1684,pn1183,pn155,pn118,pn2016,pn1171,pn2115,pn122,pn1428",FALSE,FALSE,"crs157,sig103,crs153","sig107,crs121,sig110",
